Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
04-Apr-2019,90.94,-0.09,-0.10%,91.03,90.21,91.44,"72,477,340","6,585,321,667.21","269,663,568,204.84"
03-Apr-2019,91.04,+0.34,+0.37%,91.34,90.48,91.50,"79,611,800","7,255,624,829.97","276,248,889,872.05"
02-Apr-2019,90.70,-0.01,-0.01%,90.55,90.26,91.00,"68,962,300","6,253,272,051.26","268,993,265,042.08"
01-Apr-2019,90.71,+1.67,+1.88%,90.01,89.94,90.78,"84,775,040","7,666,784,968.14","275,246,537,093.34"
29-Mar-2019,89.04,+0.37,+0.41%,89.33,88.83,89.64,"66,415,860","5,920,131,789.44","267,579,752,125.20"
28-Mar-2019,88.67,+0.39,+0.44%,88.50,87.67,88.90,"60,859,160","5,379,386,494.74","261,659,620,335.77"
27-Mar-2019,88.29,-0.90,-1.01%,89.21,87.28,89.38,"86,496,020","7,636,963,110.17","256,280,233,841.03"
26-Mar-2019,89.19,+0.48,+0.54%,89.65,88.67,90.29,"97,317,600","8,717,299,490.83","263,917,196,951.20"
25-Mar-2019,88.71,+0.47,+0.54%,87.89,87.38,89.13,"102,076,060","9,018,830,716.91","255,199,897,460.37"
22-Mar-2019,88.24,-2.72,-3.00%,90.51,88.16,90.95,"127,259,660","11,368,922,293.65","246,181,066,743.46"
21-Mar-2019,90.96,+1.10,+1.22%,89.81,89.36,91.19,"115,355,940","10,427,546,101.08","257,549,989,037.11"
20-Mar-2019,89.86,+1.77,+2.01%,88.50,88.35,89.98,"125,312,660","11,182,950,251.77","247,122,442,936.04"
19-Mar-2019,88.09,+0.98,+1.13%,87.68,87.68,89.21,"127,283,220","11,262,932,133.12","235,939,492,684.26"
18-Mar-2019,87.11,+1.49,+1.74%,85.64,85.63,87.50,"108,581,160","9,439,570,828.00","224,676,560,551.14"
15-Mar-2019,85.62,+1.31,+1.55%,85.15,84.66,85.94,"151,017,400","12,893,036,066.57","215,236,989,723.14"
14-Mar-2019,84.31,-0.23,-0.27%,84.56,84.22,85.10,"58,932,360","4,988,325,307.18","202,343,953,656.58"
13-Mar-2019,84.54,+0.89,+1.06%,84.15,83.97,85.00,"71,040,820","6,010,372,861.15","207,332,278,963.76"
12-Mar-2019,83.66,+0.12,+0.15%,83.45,83.05,84.21,"72,289,960","6,057,616,961.26","201,321,906,102.62"
11-Mar-2019,83.53,+2.49,+3.07%,81.31,81.30,83.61,"77,527,040","6,415,618,988.56","195,264,289,141.35"
08-Mar-2019,81.04,-0.26,-0.32%,80.20,79.33,81.14,"93,340,280","7,500,529,264.10","188,848,670,152.79"
07-Mar-2019,81.30,-2.15,-2.58%,83.37,81.03,83.49,"99,140,340","8,127,770,830.71","196,349,199,416.90"
06-Mar-2019,83.45,-1.17,-1.39%,84.80,83.41,84.89,"79,920,020","6,709,925,156.52","204,476,970,247.61"
