Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
06-Nov-2020,"1,759.73",-2.77,-0.16%,"1,751.34","1,736.68","1,768.50","1,431,084","2,510,565,770.37","111,984,421,386.37"
05-Nov-2020,"1,762.50",+16.65,+0.95%,"1,770.45","1,741.03","1,791.82","1,987,907","3,511,365,329.72","114,494,987,156.74"
04-Nov-2020,"1,745.85",+100.19,+6.09%,"1,705.58","1,703.00","1,770.03","3,567,149","6,216,324,791.32","110,983,621,827.02"
03-Nov-2020,"1,645.66",+21.34,+1.31%,"1,630.76","1,612.11","1,659.00","1,571,641","2,587,986,833.88","104,767,297,035.70"
02-Nov-2020,"1,624.32",+8.21,+0.51%,"1,623.54","1,614.24","1,658.24","2,211,449","3,616,341,997.08","102,179,310,201.82"
30-Oct-2020,"1,616.11",+59.23,+3.80%,"1,667.44","1,601.57","1,681.32","4,996,197","8,150,172,141.28","98,562,968,204.74"
29-Oct-2020,"1,556.88",+46.08,+3.05%,"1,517.02","1,516.55","1,588.74","2,770,343","4,396,859,825.55","90,412,796,063.46"
28-Oct-2020,"1,510.80",-88.08,-5.51%,"1,550.01","1,508.48","1,553.81","2,258,675","3,441,549,238.97","86,015,936,237.92"
27-Oct-2020,"1,598.88",+14.59,+0.92%,"1,588.93","1,576.99","1,602.00","1,295,138","2,062,552,296.37","89,457,485,476.88"
26-Oct-2020,"1,584.29",-48.69,-2.98%,"1,615.00","1,567.78","1,629.58","1,791,317","2,849,874,750.09","87,394,933,180.51"
23-Oct-2020,"1,632.98",+26.32,+1.64%,"1,615.05","1,611.91","1,634.12","1,527,402","2,481,905,404.03","90,244,807,930.60"
22-Oct-2020,"1,606.66",+20.67,+1.30%,"1,585.00","1,577.48","1,613.42","1,525,773","2,441,674,517.54","87,762,902,526.57"
21-Oct-2020,"1,585.99",+34.91,+2.25%,"1,569.85","1,567.14","1,615.14","3,016,053","4,807,472,094.49","85,321,228,009.03"
20-Oct-2020,"1,551.08",+21.13,+1.38%,"1,523.11","1,520.50","1,573.84","2,085,915","3,233,710,855.93","80,513,755,914.54"
19-Oct-2020,"1,529.95",-37.75,-2.41%,"1,575.93","1,522.92","1,583.93","1,486,652","2,298,163,168.19","77,280,045,058.61"
16-Oct-2020,"1,567.70",+12.23,+0.79%,"1,561.83","1,557.66","1,577.71","1,710,325","2,684,805,652.36","79,578,208,226.80"
15-Oct-2020,"1,555.47",-7.97,-0.51%,"1,544.50","1,541.13","1,571.40","1,561,485","2,431,432,640.71","76,893,402,574.44"
14-Oct-2020,"1,563.44",-3.63,-0.23%,"1,574.60","1,545.90","1,583.85","1,659,228","2,600,630,808.23","79,324,835,215.15"
13-Oct-2020,"1,567.07",+2.48,+0.16%,"1,577.01","1,558.63","1,585.16","1,953,609","3,071,358,143.65","81,925,466,023.39"
12-Oct-2020,"1,564.59",+54.14,+3.58%,"1,538.00","1,529.30","1,588.42","2,767,164","4,321,554,920.57","78,854,107,879.73"
09-Oct-2020,"1,510.45",+27.02,+1.82%,"1,492.86","1,487.00","1,511.85","1,648,340","2,477,808,826.08","74,532,552,959.16"
08-Oct-2020,"1,483.43",+24.29,+1.66%,"1,465.45","1,465.45","1,488.03","1,303,802","1,929,450,535.40","72,054,744,133.08"
07-Oct-2020,"1,459.14",+8.12,+0.56%,"1,459.31","1,433.23","1,468.97","1,805,448","2,620,688,927.31","70,125,293,597.68"
06-Oct-2020,"1,451.02",-31.81,-2.15%,"1,475.50","1,445.01","1,484.52","1,304,752","1,908,966,557.98","67,504,604,670.36"
