Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
07-Jun-2018,188.18,-3.16,-1.65%,190.75,186.77,190.97,"21,503,171","4,046,706,721.42","74,460,980,182.36"
06-Jun-2018,191.34,-1.60,-0.83%,191.03,189.11,192.53,"22,558,920","4,298,742,784.58","78,507,686,903.78"
05-Jun-2018,192.94,-0.34,-0.18%,194.30,192.62,195.00,"15,544,294","3,010,536,947.25","82,806,429,688.36"
04-Jun-2018,193.28,-0.71,-0.37%,191.84,191.47,193.98,"18,939,795","3,654,228,495.13","85,816,966,635.61"
01-Jun-2018,193.99,+2.21,+1.15%,193.07,192.07,194.55,"17,307,245","3,348,908,927.54","89,471,195,130.74"
31-May-2018,191.78,+4.11,+2.19%,187.87,187.48,192.72,"30,782,631","5,884,220,174.21","86,122,286,203.20"
30-May-2018,187.67,+1.93,+1.04%,186.54,185.25,188.00,"13,736,866","2,570,796,212.71","80,238,066,028.99"
29-May-2018,185.74,+0.82,+0.44%,184.34,183.71,186.81,"16,398,937","3,041,339,934.73","77,667,269,816.28"
25-May-2018,184.92,-1.01,-0.54%,186.02,184.45,186.33,"10,965,061","2,031,181,206.62","74,625,929,881.54"
24-May-2018,185.93,-0.97,-0.52%,185.88,185.03,186.80,"12,354,742","2,298,199,100.37","76,657,111,088.16"
23-May-2018,186.90,+3.10,+1.69%,182.50,182.18,186.91,"16,628,100","3,077,477,127.17","78,955,310,188.53"
22-May-2018,183.80,-0.69,-0.37%,184.93,183.43,185.42,"12,731,419","2,346,171,609.78","75,877,833,061.36"
21-May-2018,184.49,+1.81,+0.99%,183.77,183.13,185.30,"13,532,864","2,495,112,405.06","78,224,004,671.15"
18-May-2018,182.68,-1.08,-0.59%,183.49,182.61,184.19,"13,130,451","2,403,335,076.82","75,728,892,266.08"
17-May-2018,183.76,+0.56,+0.31%,182.68,182.22,184.06,"14,840,675","2,722,119,418.18","78,132,227,342.90"
16-May-2018,183.20,-1.12,-0.61%,183.70,182.66,184.32,"16,975,495","3,113,754,136.44","75,410,107,924.72"
15-May-2018,184.32,-2.32,-1.24%,184.88,183.20,185.29,"15,429,433","2,841,328,212.11","78,523,862,061.16"
14-May-2018,186.64,-0.35,-0.19%,187.71,186.20,187.86,"15,646,744","2,924,932,321.91","81,365,190,273.26"
11-May-2018,186.99,+1.46,+0.79%,184.85,184.18,188.32,"21,207,848","3,955,841,732.19","84,290,122,595.17"
10-May-2018,185.53,+2.87,+1.57%,183.15,182.50,186.13,"21,071,403","3,895,259,048.23","80,334,280,862.99"
09-May-2018,182.66,+3.74,+2.09%,179.67,178.78,183.01,"23,282,811","4,226,339,604.95","76,439,021,814.75"
