Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
24-Mar-2021,126.43,-4.28,-3.27%,131.51,126.37,131.59,"24,583,852","3,162,851,266.67","286,148,383,344.44"
23-Mar-2021,130.71,-1.16,-0.88%,132.54,130.21,133.45,"22,204,608","2,928,268,296.42","289,311,234,611.11"
22-Mar-2021,131.86,+3.41,+2.65%,129.13,129.07,133.95,"29,780,308","3,934,443,651.10","292,239,502,907.53"
19-Mar-2021,128.46,+1.23,+0.97%,127.50,126.13,129.22,"29,920,696","3,833,377,287.37","288,305,059,256.44"
18-Mar-2021,127.23,-6.19,-4.64%,131.37,127.17,131.84,"29,418,808","3,802,243,117.68","284,471,681,969.07"
17-Mar-2021,133.41,+0.50,+0.38%,130.40,129.90,134.53,"24,386,420","3,224,097,728.86","288,273,925,086.74"
16-Mar-2021,132.91,+1.00,+0.76%,133.57,131.17,135.13,"27,212,960","3,633,698,799.44","285,049,827,357.88"
15-Mar-2021,131.91,+3.35,+2.61%,128.65,127.67,132.07,"22,252,044","2,905,030,088.27","281,416,128,558.44"
12-Mar-2021,128.56,-1.38,-1.06%,126.48,125.90,128.89,"24,396,396","3,119,383,794.35","278,511,098,470.17"
11-Mar-2021,129.94,+5.25,+4.21%,129.50,127.35,130.46,"29,991,428","3,881,693,358.81","281,630,482,264.52"
10-Mar-2021,124.68,-0.52,-0.42%,128.41,124.58,129.80,"38,437,656","4,869,854,025.22","277,748,788,905.70"
09-Mar-2021,125.20,+9.27,+8.00%,121.30,120.59,126.17,"52,182,552","6,467,892,851.00","282,618,642,930.92"
08-Mar-2021,115.93,-8.68,-6.97%,124.50,115.67,124.71,"54,311,168","6,468,409,283.06","276,150,750,079.92"
05-Mar-2021,124.62,+0.91,+0.74%,125.50,116.79,125.50,"54,283,884","6,620,832,778.62","282,619,159,362.98"
04-Mar-2021,123.70,-4.35,-3.39%,128.01,120.84,129.75,"57,334,516","7,142,718,960.97","275,998,326,584.36"
03-Mar-2021,128.05,-6.01,-4.49%,134.26,127.99,134.52,"37,759,028","4,908,905,585.37","283,141,045,545.32"
02-Mar-2021,134.06,-4.35,-3.15%,139.00,133.96,139.21,"26,411,412","3,596,480,592.30","288,049,951,130.69"
01-Mar-2021,138.42,+1.27,+0.93%,138.75,135.53,139.25,"35,318,300","4,845,390,428.67","291,646,431,722.98"
26-Feb-2021,137.15,+4.07,+3.06%,137.53,133.61,138.55,"50,093,040","6,855,584,425.79","286,801,041,294.31"
25-Feb-2021,133.08,-11.92,-8.22%,140.45,132.16,143.75,"82,443,604","11,261,093,254.95","279,945,456,868.52"
24-Feb-2021,144.99,+3.57,+2.52%,141.23,137.56,145.07,"44,831,908","6,404,817,885.31","291,206,550,123.47"
23-Feb-2021,141.42,-2.14,-1.49%,140.75,133.90,142.39,"39,177,932","5,437,972,806.52","284,801,732,238.16"
22-Feb-2021,143.56,-5.71,-3.82%,147.75,143.25,151.33,"32,588,556","4,788,448,183.79","290,239,705,044.68"
19-Feb-2021,149.27,+0.97,+0.66%,150.25,148.47,151.77,"27,172,412","4,072,987,114.22","295,028,153,228.47"
18-Feb-2021,148.29,-0.77,-0.52%,147.29,145.75,148.73,"23,408,080","3,450,401,240.03","290,955,166,114.25"
17-Feb-2021,149.06,-4.24,-2.77%,151.71,147.80,152.24,"27,569,868","4,121,385,667.81","294,405,567,354.28"
16-Feb-2021,153.30,+3.69,+2.47%,150.64,149.50,153.73,"32,195,952","4,899,715,842.60","298,526,953,022.09"
12-Feb-2021,149.61,-2.89,-1.90%,150.50,147.75,152.91,"37,475,748","5,637,206,066.31","293,627,237,179.49"
11-Feb-2021,152.51,+4.86,+3.30%,149.80,149.25,152.72,"45,082,772","6,828,642,105.87","299,264,443,245.80"
10-Feb-2021,147.64,+5.01,+3.51%,144.63,143.41,149.05,"48,535,232","7,125,870,670.97","292,435,801,139.94"
09-Feb-2021,142.63,-1.76,-1.22%,143.41,142.23,145.83,"28,756,012","4,134,529,330.81","285,309,930,468.96"
08-Feb-2021,144.39,+8.48,+6.24%,137.27,137.27,144.74,"43,462,284","6,188,495,868.84","289,444,459,799.78"
05-Feb-2021,135.91,-0.73,-0.54%,137.25,135.46,137.37,"16,915,364","2,300,909,024.18","283,255,963,930.93"
04-Feb-2021,136.64,+1.34,+0.99%,135.31,133.38,136.74,"20,133,848","2,726,723,299.17","285,556,872,955.11"
03-Feb-2021,135.31,-0.26,-0.19%,136.36,135.17,139.32,"24,540,928","3,358,000,377.23","282,830,149,655.95"
02-Feb-2021,135.57,+3.20,+2.42%,133.99,132.85,135.72,"22,043,828","2,965,619,163.77","286,188,150,033.17"
01-Feb-2021,132.37,+2.47,+1.90%,130.53,129.03,132.71,"21,720,432","2,855,104,814.14","283,222,530,869.40"
29-Jan-2021,129.90,-0.61,-0.47%,130.75,129.12,133.35,"27,155,204","3,546,204,233.42","280,367,426,055.26"
28-Jan-2021,130.51,+1.33,+1.03%,129.96,129.61,133.40,"22,831,596","2,999,045,216.15","283,913,630,288.69"
27-Jan-2021,129.18,-5.17,-3.85%,132.30,127.94,132.33,"37,127,284","4,822,097,701.48","280,914,585,072.54"
26-Jan-2021,134.35,-2.18,-1.60%,135.80,133.88,136.45,"16,398,040","2,213,056,158.24","285,736,682,774.02"
25-Jan-2021,136.53,-0.59,-0.43%,137.82,132.36,138.29,"25,111,116","3,411,595,441.56","287,949,738,932.26"
22-Jan-2021,137.13,-1.55,-1.12%,137.40,136.27,138.42,"24,681,856","3,390,072,561.92","291,361,334,373.82"
21-Jan-2021,138.68,+5.02,+3.75%,134.19,132.53,139.99,"33,833,960","4,622,504,139.17","294,751,406,935.75"
20-Jan-2021,133.66,+3.41,+2.61%,131.12,130.57,134.31,"25,857,088","3,441,163,512.41","290,128,902,796.57"
19-Jan-2021,130.25,+1.66,+1.29%,130.16,128.44,130.94,"22,618,688","2,935,531,261.58","286,687,739,284.16"
15-Jan-2021,128.60,-3.41,-2.58%,132.28,128.49,133.25,"27,778,128","3,610,524,950.34","283,752,208,022.58"
14-Jan-2021,132.00,-3.32,-2.45%,135.75,131.81,136.00,"28,312,028","3,777,242,566.67","287,362,732,972.93"
13-Jan-2021,135.32,+0.47,+0.35%,134.90,133.85,136.25,"21,002,844","2,838,802,033.15","291,139,975,539.59"
12-Jan-2021,134.85,-1.37,-1.00%,137.53,133.45,137.55,"29,147,772","3,940,346,442.98","288,301,173,506.45"
11-Jan-2021,136.22,+3.45,+2.60%,134.19,133.63,139.61,"51,902,880","7,137,758,793.09","292,241,519,949.43"
08-Jan-2021,132.77,-0.67,-0.50%,133.63,130.42,134.21,"29,252,860","3,867,188,288.11","285,103,761,156.33"
07-Jan-2021,133.44,+7.30,+5.78%,129.68,128.87,133.78,"46,148,148","6,088,880,300.05","288,970,949,444.44"
06-Jan-2021,126.15,-7.90,-5.90%,132.23,125.86,132.45,"58,042,300","7,501,818,596.42","282,882,069,144.39"
05-Jan-2021,134.05,+2.91,+2.22%,131.00,130.87,134.44,"32,275,992","4,305,009,847.79","290,383,887,740.82"
04-Jan-2021,131.14,+0.58,+0.45%,131.04,129.63,136.52,"56,064,180","7,438,820,224.40","286,078,877,893.03"
31-Dec-2020,130.55,-0.91,-0.69%,131.37,129.15,131.51,"19,242,440","2,507,010,092.24","278,640,057,668.63"
30-Dec-2020,131.46,+2.03,+1.56%,129.90,128.97,132.14,"22,539,716","2,946,712,849.93","281,147,067,760.87"
