Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA100,SMA_Signal,SMA_Entry/Exit,BB_UPPER,BB_MIDDLE,BB_LOWER,BB_Signal,BB_Entry/Exit,EMA50,EMA100,EMA_Signal,EMA_Entry/Exit
2017-08-01,64.5999984741211,64.88999938964844,63.22600173950195,63.91400146484375,63.91400146484375,41515500,,,0.0,0.0,69.10301912679633,65.43049983978271,61.7579805527691,0.0,0.0,68.15759921053689,68.83866014719571,0.0,0.0
2017-08-02,63.78799819946289,65.42400360107422,62.24399948120117,65.1780014038086,65.1780014038086,65457500,,,0.0,0.0,69.09275917981165,65.41849994659424,61.744240713376826,0.0,0.0,68.01399395037433,68.71110763562467,0.0,0.0
2017-08-03,69.06600189208984,70.0,68.62999725341797,69.41799926757812,69.41799926757812,67675000,,,0.0,0.0,69.4675462409793,65.80109996795655,62.134653694933796,0.0,0.0,68.0810593752732,68.73537365436768,0.0,0.0
2017-08-04,69.4000015258789,71.4540023803711,68.66000366210938,71.38200378417969,71.38200378417969,46344500,,,0.0,0.0,70.3729605082539,66.23800010681153,62.103039705369156,-1.0,-1.0,68.23739935309881,68.82492576902949,0.0,0.0
2017-08-07,71.47000122070312,71.89600372314453,70.55000305175781,71.03399658203125,71.03399658203125,31622500,,,0.0,0.0,71.02984726384078,66.62919998168945,62.22855269953813,-1.0,0.0,68.3687820303403,68.89863800517962,0.0,0.0
2017-08-08,71.50599670410156,73.71600341796875,71.4800033569336,73.04399871826172,73.04399871826172,37249000,,,0.0,0.0,72.21737170215295,67.0091999053955,61.80102810863806,-1.0,0.0,68.58672917246177,69.03510896343211,0.0,0.0
2017-08-09,72.19999694824219,74.0,71.79000091552734,72.70600128173828,72.70600128173828,34460500,,,0.0,0.0,73.11238981823045,67.34930000305175,61.58621018787304,0.0,1.0,68.77734860224079,69.15439481390166,0.0,0.0
2017-08-10,72.31999969482422,73.33000183105469,70.93199920654297,71.08000183105469,71.08000183105469,35464500,,,0.0,0.0,73.51853011382693,67.66920013427735,61.81987015472776,0.0,0.0,68.8831570059103,69.2161832361315,0.0,0.0
2017-08-11,71.39399719238281,72.25199890136719,70.7239990234375,71.5739974975586,71.5739974975586,21829000,,,0.0,0.0,73.97870179432711,67.9701000213623,61.96149824839748,0.0,0.0,69.00597568624404,69.29092199790581,0.0,0.0
2017-08-14,72.9260025024414,73.53199768066406,72.5199966430664,72.76000213623047,72.76000213623047,22596000,69.81604011535644,,0.0,0.0,74.46600781594191,68.41240005493164,62.35879229392136,0.0,0.0,69.17622731758583,69.39959323567865,0.0,0.0
2017-08-15,73.04000091552734,73.0979995727539,71.8740005493164,72.46600341796875,72.46600341796875,15425500,69.87608024597168,,0.0,0.0,74.91830904956983,68.7533000946045,62.588291139639175,0.0,0.0,69.32451448975021,69.494556246148,0.0,0.0
2017-08-16,72.5999984741211,73.30000305175781,72.50399780273438,72.58200073242188,72.58200073242188,17069000,69.91632026672363,,0.0,0.0,75.26269906097032,69.12980003356934,62.99690100616836,0.0,0.0,69.47049084742571,69.58911474682834,0.0,0.0
2017-08-17,72.24199676513672,72.66000366210938,70.31800079345703,70.38400268554688,70.38400268554688,25138500,69.88540031433105,,0.0,0.0,75.32110187831698,69.34980010986328,63.378498341409575,0.0,0.0,69.51119982454776,69.61319890308546,0.0,0.0
2017-08-18,70.58200073242188,70.80000305175781,69.16000366210938,69.49199676513672,69.49199676513672,27041000,69.79524024963379,,0.0,0.0,75.2563855738686,69.54039993286133,63.82441429185407,0.0,0.0,69.51034862723539,69.60956476976554,0.0,0.0
2017-08-21,69.16400146484375,69.16400146484375,66.37000274658203,67.5719985961914,67.5719985961914,32477000,69.71740028381348,,0.0,0.0,75.26033463565777,69.49379997253418,63.72726530941058,0.0,0.0,69.42486592587164,69.54908604392226,0.0,0.0
2017-08-22,68.22599792480469,68.447998046875,67.4739990234375,68.2699966430664,68.2699966430664,21610000,69.64676017761231,,0.0,0.0,75.25982093487856,69.51129989624023,63.762778857601894,0.0,0.0,69.374182907723,69.51149173574257,0.0,0.0
2017-08-23,67.7979965209961,70.697998046875,67.66000366210938,70.55400085449219,70.55400085449219,24772500,69.55404014587403,,0.0,0.0,75.35594893652292,69.60050010681152,63.845051277100126,0.0,0.0,69.42572011821659,69.54184156428458,0.0,0.0
2017-08-24,70.50399780273438,71.33200073242188,69.947998046875,70.58599853515625,70.58599853515625,22923500,69.44312004089356,,0.0,0.0,75.4102868135587,69.78520011901855,64.16011342447841,0.0,0.0,69.47617841647177,69.57195896324029,0.0,0.0
2017-08-25,70.8479995727539,71.13800048828125,69.45999908447266,69.61000061035156,69.61000061035156,17420000,69.33396003723145,,0.0,0.0,75.38860735309403,69.9150001525879,64.44139295208176,0.0,0.0,69.4819733305366,69.57304639456545,0.0,0.0
2017-08-28,69.45600128173828,69.47000122070312,67.94400024414062,69.13200378417969,69.13200378417969,18820000,69.2310001373291,,0.0,0.0,75.05049552913397,70.13690032958985,65.22330513004573,0.0,0.0,69.46688026034768,69.5605488357122,0.0,0.0
2017-08-29,67.89600372314453,69.80999755859375,67.75,69.47200012207031,69.47200012207031,20368500,69.14124015808106,,0.0,0.0,74.38453547913048,70.41480026245117,66.44506504577186,0.0,0.0,69.46710020342762,69.55806091707464,0.0,0.0
2017-08-30,69.93399810791016,70.69400024414062,69.4000015258789,70.63600158691406,70.63600158691406,17064500,69.06500022888184,,0.0,0.0,73.79929720363546,70.68770027160645,67.57610333957743,0.0,0.0,69.51712753834715,69.58809824672672,0.0,0.0
2017-08-31,70.70999908447266,71.68800354003906,70.56400299072266,71.18000030517578,71.18000030517578,20364000,68.98300025939942,,0.0,0.0,73.83537218107499,70.77580032348632,67.71622846589766,0.0,0.0,69.58804207341825,69.63210252669843,0.0,0.0
2017-09-01,71.2239990234375,71.51799774169922,70.73799896240234,71.08000183105469,71.08000183105469,15247500,68.87416023254394,,0.0,0.0,73.8106407061215,70.76070022583008,67.71075974553865,0.0,0.0,69.6514503893627,69.6718148307403,0.0,0.0
2017-09-05,70.76000213623047,71.0979995727539,69.1780014038086,69.91799926757812,69.91799926757812,19175500,68.73872016906738,,0.0,0.0,73.77455941676962,70.70490036010742,67.63524130344521,0.0,0.0,69.66274163717688,69.67851596235703,0.0,0.0
2017-09-06,69.9000015258789,70.19599914550781,68.31199645996094,68.90599822998047,68.90599822998047,20457000,68.60688011169434,,0.0,0.0,73.45975114373024,70.49800033569336,67.53624952765648,0.0,0.0,69.63078582021686,69.65764289324922,0.0,0.0
2017-09-07,69.19599914550781,70.49600219726562,68.69000244140625,70.12200164794922,70.12200164794922,21196000,68.55984016418456,,0.0,0.0,73.14460185655328,70.36880035400391,67.59299885145454,0.0,0.0,69.6514666201774,69.67009974241475,0.0,0.0
2017-09-08,69.7979965209961,69.95600128173828,68.45999908447266,68.68000030517578,68.68000030517578,16317500,68.44848014831543,,0.0,0.0,73.10158614087635,70.24880027770996,67.39601441454357,0.0,0.0,69.6106843545799,69.64372467441156,0.0,0.0
2017-09-11,70.2699966430664,72.74199676513672,70.0,72.73799896240234,72.73799896240234,38335500,68.4602400970459,,0.0,0.0,73.31679336919011,70.30700035095215,67.2972073327142,0.0,0.0,69.74160744765257,69.72559273279775,1.0,1.0
2017-09-12,72.89800262451172,73.75199890136719,72.08000183105469,72.55000305175781,72.55000305175781,29864500,68.46480018615722,,0.0,0.0,73.27152609096449,70.29650039672852,67.32147470249255,0.0,0.0,69.85886860464359,69.79982665571228,1.0,0.0
2017-09-13,72.76399993896484,73.61399841308594,71.91799926757812,73.24600219726562,73.24600219726562,20926000,68.51924018859863,,0.0,0.0,73.4475682737928,70.33550033569335,67.22343239759391,0.0,0.0,69.9999362213145,69.88981918056405,1.0,0.0
2017-09-14,72.86599731445312,75.59200286865234,72.5260009765625,75.52799987792969,75.52799987792969,36012500,68.72144020080566,,0.0,0.0,74.25206476007642,70.48280029296875,66.71353582586107,-1.0,-1.0,70.22961080883175,70.03612967712792,1.0,0.0
2017-09-15,74.9020004272461,76.0,74.54000091552734,75.96199798583984,75.96199798583984,27102500,69.00536018371582,,0.0,0.0,75.25593213385645,70.7617000579834,66.26746798211036,-1.0,0.0,70.46722048219459,70.18896601935111,1.0,0.0
2017-09-18,76.05000305175781,77.9219970703125,75.53600311279297,77.0,77.0,35940000,69.29248016357423,,0.0,0.0,76.37716477049493,71.13710021972656,65.8970356689582,-1.0,0.0,70.73740295147107,70.36358613857392,1.0,0.0
2017-09-19,76.0,76.47799682617188,74.71399688720703,75.0199966430664,75.0199966430664,32259500,69.5286801147461,,0.0,0.0,76.74138847312395,71.5095001220703,66.27761177101667,0.0,1.0,70.91414368521413,70.48227374837457,1.0,0.0
2017-09-20,74.5999984741211,75.6500015258789,74.21399688720703,74.78199768066406,74.78199768066406,24595500,69.71544006347656,,0.0,0.0,77.0285102546465,71.8351001739502,66.64169009325389,0.0,0.0,71.07344112052483,70.5912499878576,1.0,0.0
2017-09-21,74.9800033569336,75.36599731445312,72.9020004272461,73.2959976196289,73.2959976196289,23091000,69.86328002929687,,0.0,0.0,77.16798256979604,71.97220001220703,66.77641745461801,0.0,0.0,71.16479712884687,70.65942376635391,1.0,0.0
2017-09-22,73.2979965209961,73.9800033569336,70.1760025024414,70.21800231933594,70.21800231933594,40797000,69.97400009155274,,0.0,0.0,77.1728064948592,71.95380020141602,66.73479390797283,0.0,0.0,71.12595340534821,70.64835743263825,1.0,0.0
2017-09-25,70.62999725341797,71.49400329589844,68.57599639892578,68.99800109863281,68.99800109863281,38029500,70.04284011840821,,0.0,0.0,77.20684433163973,71.92320022583007,66.63955612002042,0.0,0.0,71.03880867323038,70.6072001882218,1.0,0.0
2017-09-26,70.18599700927734,70.24800109863281,68.18000030517578,69.05000305175781,69.05000305175781,35781500,70.14556015014648,,0.0,0.0,77.21198318918428,71.91910018920899,66.6262171892337,0.0,0.0,70.95750353330607,70.56856463340772,1.0,0.0
2017-09-27,69.9800033569336,70.2979965209961,68.0999984741211,68.19400024414062,68.19400024414062,30301500,70.19648010253906,,0.0,0.0,77.30112201708431,71.8552001953125,66.4092783735407,0.0,0.0,70.84471554670749,70.50994304723216,1.0,0.0
2017-09-28,67.97599792480469,68.55000305175781,67.08000183105469,67.91999816894531,67.91999816894531,26598000,70.25384002685547,,0.0,0.0,77.42270178900293,71.71940002441406,66.01609825982518,0.0,0.0,70.72553827586039,70.44631514080687,1.0,0.0
2017-09-29,68.37200164794922,68.93599700927734,67.72000122070312,68.22000122070312,68.22000122070312,25535500,70.29856002807617,,0.0,0.0,77.48344135158996,71.57140007019044,65.65935878879091,0.0,0.0,70.62359812715637,70.39188005831001,1.0,0.0
2017-10-02,68.50399780273438,68.73999786376953,67.10199737548828,68.30599975585938,68.30599975585938,26434000,70.35108001708984,,0.0,0.0,77.52081980660198,71.43269996643066,65.34458012625934,0.0,0.0,70.52944287465111,70.34111468284766,1.0,0.0
2017-10-03,67.18000030517578,69.70999908447266,66.25599670410156,69.62799835205078,69.62799835205078,50768000,70.37356002807617,,0.0,0.0,77.52286836421636,71.4181999206543,65.31353147709224,0.0,0.0,70.4928721786417,70.32383748727342,1.0,0.0
2017-10-04,70.25,71.7239990234375,69.91999816894531,71.00199890136719,71.00199890136719,40817500,70.4352000427246,,0.0,0.0,77.51704164209589,71.52299995422364,65.52895826635138,0.0,0.0,70.5134990223651,70.340195408092,1.0,0.0
2017-10-05,71.19999694824219,71.48799896240234,70.2699966430664,71.06600189208984,71.06600189208984,20858500,70.48112014770508,,0.0,0.0,77.53257390184878,71.57019996643066,65.60782603101255,0.0,0.0,70.53585418674623,70.35762728653903,1.0,0.0
2017-10-06,70.62000274658203,72.0199966430664,70.44999694824219,71.3759994506836,71.3759994506836,21487500,70.57080017089844,,0.0,0.0,77.51212944708365,71.70499992370605,65.89787040032846,0.0,0.0,70.56980552873321,70.38198312263354,1.0,0.0
2017-10-09,69.93000030517578,70.3499984741211,68.53399658203125,68.58799743652344,68.58799743652344,37468500,70.60228012084961,,0.0,0.0,77.44411445333465,71.49749984741212,65.55088524148958,0.0,0.0,70.48981377261043,70.33925318337512,1.0,0.0
2017-10-10,69.36000061035156,71.1259994506836,69.10600280761719,71.11799621582031,71.11799621582031,34892500,70.7307600402832,,0.0,0.0,77.35360959639074,71.42589950561523,65.49818941483973,0.0,0.0,70.51514005435556,70.3577274260213,1.0,0.0
2017-10-11,70.77799987792969,71.5199966430664,70.2300033569336,70.91999816894531,70.91999816894531,22504000,70.87087997436524,,0.0,0.0,77.17792544389351,71.30959930419922,65.44127316450493,0.0,0.0,70.53144466979701,70.37101416308158,1.0,0.0
2017-10-12,70.58999633789062,71.95600128173828,70.52799987792969,71.13600158691406,71.13600158691406,20435000,70.99003997802734,,0.0,0.0,76.61215945149732,71.08999938964844,65.56783932779956,0.0,0.0,70.55576593792759,70.38902225177745,1.0,0.0
2017-10-13,71.39600372314453,71.697998046875,70.73600006103516,71.11399841308594,71.11399841308594,17702500,71.0239599609375,,0.0,0.0,75.87252143596615,70.84759941101075,65.82267738605535,0.0,0.0,70.57820082418763,70.40602489790423,1.0,0.0
2017-10-16,70.75199890136719,70.89600372314453,69.43199920654297,70.12000274658203,70.12000274658203,26877500,70.99871994018555,,0.0,0.0,74.61385353546008,70.50359954833985,66.39334556121962,0.0,0.0,70.55980414332429,70.39934130699653,1.0,0.0
2017-10-17,70.18199920654297,71.24400329589844,70.01399993896484,71.1500015258789,71.1500015258789,16466500,71.0010400390625,,0.0,0.0,73.8499047803439,70.31009979248047,66.77029480461704,0.0,0.0,70.58347848365106,70.41681995789229,1.0,0.0
2017-10-18,71.19400024414062,72.5999984741211,70.82599639892578,71.93000030517578,71.93000030517578,24695500,70.97876007080077,,0.0,0.0,73.13178041401018,70.16749992370606,67.20321943340194,0.0,0.0,70.6374425492281,70.45193113936585,1.0,0.0
2017-10-19,71.11199951171875,71.43000030517578,69.63999938964844,70.36199951171875,70.36199951171875,25309000,70.9318800354004,,0.0,0.0,72.59835371089217,70.02080001831055,67.44324632572894,0.0,0.0,70.62641321444634,70.44985147896935,1.0,0.0
2017-10-20,70.53800201416016,70.91000366210938,68.86799621582031,69.0199966430664,69.0199966430664,24652000,70.89067993164062,,0.0,0.0,72.57458546438815,69.96089973449708,67.347214004606,0.0,0.0,70.56214194021233,70.41689573041259,1.0,0.0
2017-10-23,69.97599792480469,69.98999786376953,67.25,67.40399932861328,67.40399932861328,28736500,70.80727996826172,,0.0,0.0,72.70711173983655,69.88119964599609,67.05528755215563,0.0,0.0,70.43588768174631,70.347678240211,1.0,0.0
2017-10-24,67.76000213623047,68.55999755859375,67.23200225830078,67.46800231933594,67.46800231933594,22458500,70.70143997192383,70.25874004364013,1.0,1.0,72.8087570737468,69.802099609375,66.79544214500321,0.0,0.0,70.3173297136276,70.28173049256188,1.0,0.0
2017-10-25,67.33999633789062,67.5,64.71199798583984,65.16799926757812,65.16799926757812,42970500,70.55547988891601,70.21578006744384,1.0,0.0,73.24526948200193,69.65079956054687,66.05632963909181,1.0,1.0,70.11177997892922,70.16498223677691,0.0,-1.0
2017-10-26,65.55599975585938,66.0459976196289,64.63999938964844,65.23400115966797,65.23400115966797,25117500,70.40851989746093,70.16242008209228,1.0,0.0,73.55637261682047,69.51649971008301,65.47662680334555,1.0,0.0,69.9172065815667,70.05274612225853,0.0,0.0
2017-10-27,63.95000076293945,64.91799926757812,63.332000732421875,64.17400360107422,64.17400360107422,34898500,70.28431991577149,70.08486011505127,1.0,0.0,73.98359793619973,69.31419982910157,64.64480172200341,1.0,0.0,69.6882659487731,69.9193324439742,0.0,0.0
2017-10-30,63.83599853515625,64.75599670410156,63.45000076293945,64.01599884033203,64.01599884033203,21272000,70.1747999572754,69.98502010345459,1.0,0.0,74.3251402770548,69.09969978332519,63.874259289595585,0.0,-1.0,69.4622992694667,69.78574705498215,0.0,0.0
2017-10-31,64.0459976196289,66.38999938964844,64.03600311279297,66.30599975585938,66.30599975585938,28361500,70.14947998046875,69.93344013214111,1.0,0.0,74.297685323443,68.93359985351563,63.56951438358825,0.0,0.0,69.3366395329082,69.70722649345264,0.0,0.0
2017-11-01,66.44999694824219,66.52200317382812,64.052001953125,64.21600341796875,64.21600341796875,42286500,70.0684001159668,69.85758014678954,1.0,0.0,74.25763861832661,68.5943000793457,62.9309615403648,0.0,0.0,69.13289648627709,69.5836583676347,0.0,0.0
2017-11-02,60.0260009765625,61.737998962402344,58.5260009765625,59.85200119018555,59.85200119018555,98957000,69.85436012268066,69.70420013427734,1.0,0.0,74.78293850092325,68.03360004425049,61.28426158757773,1.0,1.0,68.76383391482814,69.36525829122,0.0,0.0
2017-11-03,59.900001525878906,61.25,59.0260009765625,61.21799850463867,61.21799850463867,44470000,69.6670001220703,69.55506008148194,1.0,0.0,74.72951473208862,67.52569999694825,60.32188526180788,0.0,-1.0,68.46393244341381,69.18289710233276,0.0,0.0
2017-11-06,61.400001525878906,61.5,59.801998138427734,60.555999755859375,60.555999755859375,32430000,69.48592010498047,69.40994007110595,1.0,0.0,74.94746045257753,67.12410011291504,59.30073977325256,0.0,0.0,68.14980573660083,68.99029725216356,0.0,0.0
2017-11-07,60.20399856567383,61.29999923706055,60.00600051879883,61.209999084472656,61.209999084472656,26471500,69.32748001098633,69.27924007415771,1.0,0.0,74.63975259284602,66.62870025634766,58.61764791984929,0.0,0.0,67.87427566422944,68.81703538802537,0.0,0.0
2017-11-08,61.099998474121094,61.37799835205078,60.2599983215332,60.87799835205078,60.87799835205078,23626500,69.15559997558594,69.1484200668335,1.0,0.0,74.26298772726149,66.12660026550293,57.99021280374436,0.0,0.0,67.5966387993607,68.64067366134717,0.0,0.0
2017-11-09,60.5,60.891998291015625,59.2599983215332,60.597999572753906,60.597999572753906,27235500,68.95483993530273,69.00992008209228,0.0,-1.0,73.73503769029676,65.59970016479492,57.464362639293086,0.0,0.0,67.31903807459398,68.4624396822589,0.0,0.0
2017-11-10,60.5,61.672000885009766,60.369998931884766,60.597999572753906,60.597999572753906,23127000,68.74319992065429,68.86310009002686,0.0,0.0,73.06669785125621,65.07390022277832,57.08110259430044,0.0,0.0,67.05256808786356,68.28856573067362,0.0,0.0
2017-11-13,60.0260009765625,63.36000061035156,59.821998596191406,63.08000183105469,63.08000183105469,37924500,68.5831999206543,68.72868007659912,0.0,0.0,72.3925862183415,64.72190017700196,57.051214135662406,0.0,0.0,66.89513510403172,68.17367526440381,0.0,0.0
2017-11-14,63.0,63.27000045776367,61.380001068115234,61.7400016784668,61.7400016784668,28380500,68.41963996887208,68.57918006896972,0.0,0.0,71.39844362908813,64.25140018463135,57.104356740174566,0.0,0.0,66.6909215466947,68.03208077617883,0.0,0.0
2017-11-15,61.20199966430664,62.49800109863281,60.29999923706055,62.2599983215332,62.2599983215332,29893500,68.28671997070313,68.44680004119873,0.0,0.0,69.97418598446396,63.76790008544922,57.561614186434475,0.0,0.0,66.51546640715893,67.9053264776326,0.0,0.0
