Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
10-Jun-2022,696.69,-22.43,-3.12%,705.47,683.74,718.50,"32,696,966","22,821,700,012.00","1,499,163,829,969.67"
09-Jun-2022,719.12,-6.48,-0.89%,748.02,717.98,766.64,"32,163,769","23,893,326,520.00","1,521,985,529,981.67"
08-Jun-2022,725.60,+8.94,+1.25%,720.26,717.53,749.89,"25,403,540","18,664,518,125.00","1,545,878,856,501.67"
07-Jun-2022,716.66,+1.82,+0.25%,702.00,690.28,719.99,"24,269,534","17,234,801,399.00","1,527,214,338,376.67"
06-Jun-2022,714.84,+11.29,+1.60%,733.06,703.05,734.60,"28,068,174","20,106,834,599.00","1,509,979,536,977.67"
03-Jun-2022,703.55,-71.45,-9.22%,729.68,700.25,743.39,"37,464,579","26,797,509,346.00","1,489,872,702,378.67"
02-Jun-2022,775.00,+34.63,+4.68%,732.47,726.20,792.63,"31,157,706","24,021,381,981.00","1,516,670,211,724.67"
01-Jun-2022,740.37,-17.89,-2.36%,755.16,730.92,771.98,"25,749,321","19,235,869,807.00","1,492,648,829,743.67"
31-May-2022,758.26,-1.37,-0.18%,773.84,734.23,778.80,"33,971,457","25,814,412,055.00","1,511,884,699,550.67"
27-May-2022,759.63,+51.90,+7.33%,723.25,720.53,759.80,"29,764,994","22,253,736,511.00","1,537,699,111,605.67"
26-May-2022,707.73,+48.93,+7.43%,661.42,653.66,718.67,"35,334,448","24,575,754,902.00","1,515,445,375,094.67"
25-May-2022,658.80,+30.64,+4.88%,623.85,623.01,669.32,"30,713,108","20,031,149,804.00","1,490,869,620,192.67"
24-May-2022,628.16,-46.74,-6.93%,653.53,620.57,653.92,"29,697,505","18,894,525,544.00","1,470,838,470,388.67"
23-May-2022,674.90,+11.00,+1.66%,655.02,638.06,679.96,"29,634,546","19,645,927,011.00","1,489,732,995,932.67"
20-May-2022,663.90,-45.52,-6.42%,713.99,633.00,721.58,"48,324,435","32,063,361,297.00","1,470,087,068,921.67"
19-May-2022,709.42,-0.39,-0.05%,707.00,694.11,734.00,"30,098,891","21,441,364,260.00","1,502,150,430,218.67"
18-May-2022,709.81,-51.80,-6.80%,744.52,700.81,760.50,"29,270,604","21,218,170,971.00","1,523,591,794,478.67"
17-May-2022,761.61,+37.24,+5.14%,747.36,728.85,764.48,"26,745,370","20,065,636,611.00","1,544,809,965,449.67"
16-May-2022,724.37,-45.22,-5.88%,767.16,719.09,769.76,"28,699,513","21,252,099,016.00","1,524,744,328,838.67"
13-May-2022,769.59,+41.59,+5.71%,773.48,751.57,787.35,"30,716,908","23,643,161,433.00","1,545,996,427,854.67"
12-May-2022,728.00,-6.00,-0.82%,701.00,680.00,759.66,"46,770,954","33,720,386,517.00","1,522,353,266,421.67"
11-May-2022,734.00,-66.04,-8.25%,795.00,727.20,809.77,"32,408,153","24,820,372,515.00","1,556,073,652,938.67"
10-May-2022,800.04,+12.93,+1.64%,819.31,774.25,825.36,"28,133,877","22,518,055,181.00","1,580,894,025,453.67"
09-May-2022,787.11,-78.54,-9.07%,836.45,781.15,845.63,"30,270,074","24,522,583,381.00","1,558,375,970,272.67"
06-May-2022,865.65,-7.63,-0.87%,887.00,843.11,888.00,"24,301,037","21,095,068,912.00","1,582,898,553,653.67"
05-May-2022,873.28,-79.34,-8.33%,939.21,857.70,945.60,"30,839,731","27,455,816,463.00","1,603,993,622,565.67"
04-May-2022,952.62,+43.37,+4.77%,903.94,885.28,955.50,"27,214,568","24,961,293,836.00","1,631,449,439,028.67"
03-May-2022,909.25,+6.31,+0.70%,903.18,888.59,924.08,"21,236,525","19,297,240,858.00","1,606,488,145,192.67"
02-May-2022,902.94,+32.18,+3.70%,860.77,848.03,906.36,"25,260,457","22,151,629,677.00","1,587,190,904,334.67"
29-Apr-2022,870.76,-6.75,-0.77%,902.25,870.00,934.40,"29,377,665","26,472,906,434.00","1,565,039,274,657.67"
28-Apr-2022,877.51,-4.00,-0.45%,899.98,821.70,900.00,"41,649,509","35,770,485,845.00","1,591,512,181,091.67"
27-Apr-2022,881.51,+5.09,+0.58%,898.58,877.36,918.00,"25,652,132","23,009,466,530.00","1,627,282,666,936.67"
26-Apr-2022,876.42,-121.60,-12.18%,995.43,875.00,"1,000.00","45,377,889","41,353,904,344.00","1,604,273,200,406.67"
25-Apr-2022,998.02,-7.03,-0.70%,978.97,975.30,"1,008.62","22,780,445","22,614,468,271.00","1,645,627,104,750.67"
22-Apr-2022,"1,005.05",-3.73,-0.37%,"1,014.91",994.00,"1,034.85","23,232,186","23,554,900,735.00","1,668,241,573,021.67"
21-Apr-2022,"1,008.78",+31.58,+3.23%,"1,074.73",996.42,"1,092.22","35,138,779","36,763,945,414.00","1,691,796,473,756.67"
20-Apr-2022,977.20,-50.95,-4.96%,"1,030.00",975.25,"1,034.00","23,570,442","23,532,847,890.00","1,655,032,528,342.67"
19-Apr-2022,"1,028.15",+23.86,+2.38%,"1,005.06",995.33,"1,034.94","16,615,944","16,972,321,167.00","1,678,565,376,232.67"
18-Apr-2022,"1,004.29",+19.29,+1.96%,989.03,973.41,"1,014.92","17,238,407","17,194,187,868.00","1,661,593,055,065.67"
14-Apr-2022,985.00,-37.37,-3.66%,999.29,982.19,"1,012.71","19,474,135","19,312,696,683.00","1,644,398,867,197.67"
13-Apr-2022,"1,022.37",+35.42,+3.59%,981.08,973.10,"1,026.24","18,373,737","18,463,487,915.00","1,663,711,563,880.67"
12-Apr-2022,986.95,+11.02,+1.13%,997.64,976.60,"1,021.19","21,992,032","21,932,234,209.00","1,645,248,075,965.67"
11-Apr-2022,975.93,-49.56,-4.83%,980.40,974.64,"1,008.47","19,785,735","19,546,621,148.00","1,623,315,841,756.67"
08-Apr-2022,"1,025.49",-31.77,-3.00%,"1,043.21","1,022.44","1,048.44","18,337,896","18,969,275,041.00","1,642,862,462,904.67"
07-Apr-2022,"1,057.26",+11.50,+1.10%,"1,052.39","1,021.54","1,076.59","26,482,353","27,841,661,696.00","1,661,831,737,945.67"
06-Apr-2022,"1,045.76",-45.50,-4.17%,"1,073.47","1,027.70","1,079.00","29,782,845","31,190,196,760.00","1,633,990,076,249.67"
05-Apr-2022,"1,091.26",-54.19,-4.73%,"1,136.30","1,087.30","1,152.87","26,691,673","29,737,555,193.00","1,665,180,273,009.67"
04-Apr-2022,"1,145.45",+60.86,+5.61%,"1,089.38","1,072.53","1,149.91","27,392,567","30,743,112,340.00","1,694,917,828,202.67"
01-Apr-2022,"1,084.59",+6.99,+0.65%,"1,081.15","1,066.64","1,094.75","18,087,741","19,560,215,307.00","1,664,174,715,862.67"
31-Mar-2022,"1,077.60",-16.39,-1.50%,"1,094.57","1,076.64","1,103.14","16,330,919","17,790,711,926.00","1,644,614,500,555.67"
30-Mar-2022,"1,093.99",-5.58,-0.51%,"1,091.17","1,084.00","1,113.95","19,955,002","21,921,540,409.00","1,662,405,212,481.67"
29-Mar-2022,"1,099.57",+7.73,+0.71%,"1,107.99","1,073.11","1,114.77","24,538,273","26,909,164,578.00","1,684,326,752,890.67"
28-Mar-2022,"1,091.84",+81.20,+8.03%,"1,065.10","1,053.60","1,097.88","34,168,693","36,891,833,732.00","1,657,417,588,312.67"
25-Mar-2022,"1,010.64",-3.28,-0.32%,"1,008.00",997.32,"1,021.80","20,677,182","20,833,358,130.00","1,620,525,754,580.67"
24-Mar-2022,"1,013.92",+14.81,+1.48%,"1,009.73",988.80,"1,024.49","22,973,626","23,177,125,938.00","1,641,359,112,710.67"
23-Mar-2022,999.11,+5.13,+0.52%,979.94,976.40,"1,040.70","40,225,383","40,612,543,905.00","1,618,181,986,772.67"
22-Mar-2022,993.98,+72.82,+7.91%,930.00,921.75,997.86,"35,289,519","33,984,431,751.00","1,577,569,442,867.67"
21-Mar-2022,921.16,+15.77,+1.74%,914.98,907.09,942.85,"27,327,216","25,208,320,896.00","1,543,585,011,116.67"
18-Mar-2022,905.39,+33.79,+3.88%,874.49,867.39,907.85,"33,471,397","29,997,743,830.00","1,518,376,690,220.67"
17-Mar-2022,871.60,+31.37,+3.73%,830.99,825.72,875.00,"22,194,324","19,010,595,817.00","1,488,378,946,390.67"
16-Mar-2022,840.23,+38.34,+4.78%,809.00,802.26,842.00,"28,009,607","23,183,967,496.00","1,469,368,350,573.67"
15-Mar-2022,801.89,+35.52,+4.63%,775.27,756.57,805.57,"22,280,381","17,561,138,751.00","1,446,184,383,077.67"
14-Mar-2022,766.37,-28.98,-3.64%,780.61,756.04,800.70,"23,717,421","18,352,338,379.00","1,428,623,244,326.67"
11-Mar-2022,795.35,-42.95,-5.12%,840.20,793.77,843.80,"22,345,722","18,075,831,605.00","1,446,975,582,705.67"
10-Mar-2022,838.30,-20.67,-2.41%,851.45,810.36,854.45,"19,549,548","16,230,564,266.00","1,465,051,414,310.67"
09-Mar-2022,858.97,+34.57,+4.19%,839.48,832.01,860.56,"19,727,993","16,782,290,946.00","1,481,281,978,576.67"
08-Mar-2022,824.40,+19.82,+2.46%,795.53,782.17,849.99,"26,799,702","22,013,776,278.00","1,464,499,687,630.67"
07-Mar-2022,804.58,-33.71,-4.02%,856.30,804.57,866.14,"24,164,724","20,085,183,620.00","1,442,485,911,352.67"
04-Mar-2022,838.29,-1.00,-0.12%,849.10,825.16,855.65,"22,393,287","18,802,939,811.00","1,462,571,094,972.67"
03-Mar-2022,839.29,-40.60,-4.61%,878.77,832.60,886.44,"20,541,169","17,564,738,012.00","1,481,374,034,783.67"
02-Mar-2022,879.89,+15.52,+1.80%,872.13,844.27,886.48,"24,881,146","21,542,585,357.00","1,498,938,772,795.67"
01-Mar-2022,864.37,-6.06,-0.70%,869.68,853.78,889.88,"24,922,287","21,622,827,674.00","1,477,396,187,438.67"
28-Feb-2022,870.43,+60.56,+7.48%,815.01,814.71,876.86,"33,002,289","28,245,280,468.00","1,499,019,015,112.67"
25-Feb-2022,809.87,+9.10,+1.14%,809.23,782.40,819.50,"25,355,921","20,339,491,483.00","1,470,773,734,644.67"
24-Feb-2022,800.77,+36.73,+4.81%,700.39,700.00,802.48,"45,107,425","34,078,466,371.00","1,450,434,243,161.67"
23-Feb-2022,764.04,-57.49,-7.00%,830.43,760.56,835.30,"31,752,336","25,072,092,366.00","1,416,355,776,790.67"
22-Feb-2022,821.53,-35.45,-4.14%,834.13,801.10,856.73,"27,762,734","22,869,417,202.00","1,441,427,869,156.67"
18-Feb-2022,856.98,-19.37,-2.21%,886.00,837.61,886.87,"22,833,947","19,548,546,262.00","1,464,297,286,358.67"
17-Feb-2022,876.35,-47.04,-5.09%,913.26,874.10,918.50,"18,392,806","16,380,808,041.00","1,483,845,832,620.67"
16-Feb-2022,923.39,+0.96,+0.10%,914.05,901.21,926.43,"17,098,132","15,631,356,862.00","1,500,226,640,661.67"
15-Feb-2022,922.43,+46.67,+5.33%,900.00,893.38,923.00,"19,216,514","17,572,615,577.00","1,484,595,283,799.67"
14-Feb-2022,875.76,+15.76,+1.83%,861.57,853.15,898.88,"22,585,472","19,771,998,397.00","1,467,022,668,222.67"
11-Feb-2022,860.00,-44.55,-4.93%,909.63,850.70,915.96,"26,548,623","23,348,730,862.00","1,447,250,669,825.67"
10-Feb-2022,904.55,-27.45,-2.95%,908.37,896.70,943.81,"22,042,277","20,302,127,326.00","1,470,599,400,687.67"
09-Feb-2022,932.00,+10.00,+1.08%,935.00,920.00,946.27,"17,419,848","16,250,318,198.00","1,490,901,528,013.67"
08-Feb-2022,922.00,+14.66,+1.62%,905.53,894.80,926.29,"16,909,671","15,469,269,605.00","1,474,651,209,815.67"
07-Feb-2022,907.34,-15.98,-1.73%,923.79,902.71,947.77,"20,331,488","18,747,073,790.00","1,459,181,940,210.67"
04-Feb-2022,923.32,+32.18,+3.61%,897.22,881.17,936.50,"24,541,822","22,444,968,396.00","1,477,929,014,000.67"
03-Feb-2022,891.14,-14.52,-1.60%,882.00,880.52,937.00,"26,285,186","23,901,127,481.00","1,455,484,045,604.67"
02-Feb-2022,905.66,-25.59,-2.75%,928.18,889.41,931.50,"22,264,345","20,244,627,249.00","1,479,385,173,085.67"
01-Feb-2022,931.25,-5.47,-0.58%,935.21,905.00,943.70,"24,379,446","22,604,258,408.00","1,499,629,800,334.67"
31-Jan-2022,936.72,+90.37,+10.68%,872.71,862.05,937.99,"34,812,032","31,795,931,739.00","1,522,234,058,742.67"
28-Jan-2022,846.35,+17.25,+2.08%,831.56,792.01,857.50,"44,929,650","37,309,250,360.00","1,490,438,127,003.67"
27-Jan-2022,829.10,-108.31,-11.55%,933.36,829.00,935.39,"49,036,523","42,523,502,404.00","1,453,128,876,643.67"
26-Jan-2022,937.41,+19.01,+2.07%,952.43,906.00,987.69,"34,955,761","33,095,682,801.00","1,495,652,379,047.67"
25-Jan-2022,918.40,-11.60,-1.25%,914.20,903.21,951.26,"28,865,302","26,608,988,189.00","1,462,556,696,246.67"
24-Jan-2022,930.00,-13.90,-1.47%,904.76,851.47,933.51,"50,791,714","45,093,310,513.00","1,489,165,684,435.67"
21-Jan-2022,943.90,-52.37,-5.26%,996.34,940.50,"1,004.55","34,472,009","33,224,879,599.00","1,534,258,994,948.67"
20-Jan-2022,996.27,+0.62,+0.06%,"1,009.73",994.00,"1,041.66","23,496,248","23,940,355,894.00","1,567,483,874,547.67"
19-Jan-2022,995.65,-34.86,-3.38%,"1,041.71",995.00,"1,054.67","25,147,496","25,533,958,279.00","1,543,543,518,653.67"
18-Jan-2022,"1,030.51",-19.10,-1.82%,"1,026.61","1,016.06","1,070.79","22,329,803","23,271,222,080.00","1,569,077,476,932.67"
14-Jan-2022,"1,049.61",+18.05,+1.75%,"1,019.88","1,013.38","1,052.00","24,308,137","25,162,625,420.10","1,592,348,699,012.67"
13-Jan-2022,"1,031.56",-74.66,-6.75%,"1,109.07","1,026.54","1,115.60","32,403,264","34,625,598,762.36","1,567,186,073,592.57"
12-Jan-2022,"1,106.22",+41.82,+3.93%,"1,078.85","1,072.59","1,114.84","27,913,005","30,591,375,309.44","1,601,811,672,354.93"
11-Jan-2022,"1,064.40",+6.28,+0.59%,"1,053.67","1,038.82","1,075.85","22,021,070","23,352,983,074.29","1,571,220,297,045.49"
10-Jan-2022,"1,058.12",+31.16,+3.03%,"1,000.00",980.00,"1,059.10","30,604,959","31,134,980,503.74","1,547,867,313,971.20"
07-Jan-2022,"1,026.96",-37.74,-3.54%,"1,080.37","1,010.00","1,080.93","28,054,916","29,156,243,444.91","1,516,732,333,467.45"
06-Jan-2022,"1,064.70",-23.42,-2.15%,"1,077.00","1,020.50","1,088.00","30,112,158","31,927,847,958.97","1,545,888,576,912.36"
05-Jan-2022,"1,088.12",-61.47,-5.35%,"1,146.65","1,081.01","1,170.34","26,706,599","30,086,500,881.84","1,577,816,424,871.33"
04-Jan-2022,"1,149.59",-50.19,-4.18%,"1,189.55","1,123.05","1,208.00","33,416,086","38,827,090,502.03","1,607,902,925,753.16"
03-Jan-2022,"1,199.78",+143.00,+13.53%,"1,147.75","1,136.04","1,201.07","34,895,349","40,840,360,609.65","1,646,730,016,255.20"
31-Dec-2021,"1,056.78",-13.56,-1.27%,"1,073.44","1,054.59","1,082.00","13,577,875","14,490,099,325.16","1,605,889,655,645.55"
30-Dec-2021,"1,070.34",-15.85,-1.46%,"1,061.33","1,053.15","1,095.55","15,680,313","16,895,546,996.19","1,620,379,754,970.70"
29-Dec-2021,"1,086.19",-2.28,-0.21%,"1,098.64","1,064.14","1,104.00","18,718,015","20,304,110,201.24","1,637,275,301,966.89"
28-Dec-2021,"1,088.47",-5.47,-0.50%,"1,109.49","1,078.42","1,119.00","20,107,969","21,985,935,781.70","1,657,579,412,168.13"
27-Dec-2021,"1,093.94",+26.94,+2.52%,"1,073.67","1,070.72","1,117.00","23,715,273","26,078,691,365.65","1,679,565,347,949.84"
23-Dec-2021,"1,067.00",+58.13,+5.76%,"1,006.80",997.56,"1,072.98","30,904,429","32,321,696,669.04","1,653,486,656,584.18"
22-Dec-2021,"1,008.87",+70.34,+7.49%,965.66,957.05,"1,015.66","31,211,362","31,019,385,067.92","1,621,164,959,915.14"
21-Dec-2021,938.53,+38.59,+4.29%,916.87,886.12,939.50,"23,839,305","21,839,810,633.20","1,590,145,574,847.22"
20-Dec-2021,899.94,-32.63,-3.50%,910.70,893.39,921.69,"18,826,671","17,012,679,184.25","1,568,305,764,214.02"
17-Dec-2021,932.57,+5.65,+0.61%,914.77,909.04,960.66,"33,626,754","31,492,731,600.44","1,585,318,443,398.27"
16-Dec-2021,926.92,-49.07,-5.03%,994.50,921.85,994.98,"27,590,483","26,066,127,122.96","1,553,825,711,797.83"
15-Dec-2021,975.99,+17.48,+1.82%,953.21,928.25,978.75,"25,056,410","23,884,132,715.45","1,579,891,838,920.79"
14-Dec-2021,958.51,-7.90,-0.82%,945.00,930.00,966.41,"23,602,090","22,331,291,923.95","1,556,007,706,205.34"
13-Dec-2021,966.41,-50.62,-4.98%,"1,001.09",951.42,"1,005.00","26,198,502","25,426,115,549.97","1,578,338,998,129.29"
10-Dec-2021,"1,017.03",+13.23,+1.32%,"1,008.75",982.53,"1,020.98","19,888,122","19,981,058,095.48","1,603,765,113,679.26"
09-Dec-2021,"1,003.80",-65.16,-6.10%,"1,060.64","1,002.36","1,062.49","19,812,832","20,343,767,774.75","1,583,784,055,583.77"
08-Dec-2021,"1,068.96",+17.21,+1.64%,"1,052.71","1,033.00","1,072.38","13,968,790","14,723,123,132.16","1,604,127,823,358.52"
07-Dec-2021,"1,051.75",+42.74,+4.24%,"1,044.20","1,026.81","1,057.67","18,694,857","19,530,213,162.99","1,589,404,700,226.36"
06-Dec-2021,"1,009.01",-5.96,-0.59%,"1,001.51",950.50,"1,021.64","27,221,037","26,964,276,901.18","1,569,874,487,063.37"
03-Dec-2021,"1,014.97",-69.63,-6.42%,"1,084.79","1,000.21","1,090.58","30,773,995","31,658,702,853.75","1,596,838,763,964.55"
02-Dec-2021,"1,084.60",-10.40,-0.95%,"1,099.06","1,056.65","1,113.00","24,371,623","26,432,417,424.20","1,628,497,466,818.29"
01-Dec-2021,"1,095.00",-49.76,-4.35%,"1,160.70","1,090.76","1,172.84","22,934,698","26,055,983,807.81","1,654,929,884,242.50"
30-Nov-2021,"1,144.76",+7.77,+0.68%,"1,144.37","1,118.00","1,168.00","27,092,038","30,961,738,723.37","1,680,985,868,050.31"
29-Nov-2021,"1,136.99",+55.07,+5.09%,"1,100.99","1,100.19","1,142.67","19,464,467","21,987,579,042.48","1,650,024,129,326.94"
26-Nov-2021,"1,081.92",-34.08,-3.05%,"1,099.47","1,081.00","1,108.78","11,680,890","12,757,014,897.83","1,628,036,550,284.46"
24-Nov-2021,"1,116.00",+6.97,+0.63%,"1,080.39","1,062.00","1,132.77","22,560,238","25,024,648,010.17","1,640,793,565,182.28"
23-Nov-2021,"1,109.03",-47.84,-4.14%,"1,167.51","1,062.70","1,180.50","36,171,700","40,302,920,608.00","1,615,768,917,172.11"
22-Nov-2021,"1,156.87",+19.81,+1.74%,"1,162.33","1,132.43","1,201.95","33,072,509","38,858,006,178.00","1,656,071,837,780.11"
19-Nov-2021,"1,137.06",+40.68,+3.71%,"1,098.87","1,092.70","1,138.72","21,642,258","24,186,655,647.02","1,617,213,831,602.11"
18-Nov-2021,"1,096.38",+7.37,+0.68%,"1,106.55","1,075.02","1,112.00","20,898,930","22,889,658,217.88","1,593,027,175,955.09"
17-Nov-2021,"1,089.01",+34.28,+3.25%,"1,063.51","1,055.50","1,119.64","31,445,365","34,259,111,813.55","1,570,137,517,737.21"
16-Nov-2021,"1,054.73",+41.34,+4.08%,"1,003.31","1,002.18","1,057.20","26,542,359","27,656,012,652.61","1,535,878,405,923.67"
15-Nov-2021,"1,013.39",-20.03,-1.94%,"1,017.63",978.60,"1,031.98","34,775,649","34,785,062,992.66","1,508,222,393,271.05"
12-Nov-2021,"1,033.42",-30.09,-2.83%,"1,047.50","1,019.20","1,054.50","25,573,148","26,418,658,076.09","1,543,007,456,263.71"
11-Nov-2021,"1,063.51",-4.44,-0.42%,"1,102.77","1,054.68","1,104.97","22,396,568","24,028,251,205.98","1,569,426,114,339.80"
10-Nov-2021,"1,067.95",+44.45,+4.34%,"1,010.41",987.31,"1,078.10","42,802,722","44,907,787,810.00","1,593,454,365,545.78"
09-Nov-2021,"1,023.50",-139.44,-11.99%,"1,173.60","1,011.52","1,174.50","59,105,836","63,105,041,516.00","1,548,546,577,735.78"
08-Nov-2021,"1,162.94",-59.15,-4.84%,"1,149.79","1,133.00","1,197.00","33,445,715","39,284,448,781.00","1,611,651,619,251.78"
05-Nov-2021,"1,222.09",-7.82,-0.64%,"1,228.00","1,208.00","1,239.87","21,628,812","26,544,748,437.64","1,650,936,068,032.78"
04-Nov-2021,"1,229.91",+16.05,+1.32%,"1,234.41","1,217.00","1,243.49","25,397,410","31,326,714,260.54","1,677,480,816,470.42"
03-Nov-2021,"1,213.86",+41.86,+3.57%,"1,177.33","1,152.62","1,215.39","34,628,519","41,039,339,451.00","1,646,154,102,209.88"
02-Nov-2021,"1,172.00",-36.59,-3.03%,"1,159.36","1,146.00","1,208.59","42,737,797","50,293,511,399.00","1,605,114,762,758.88"
01-Nov-2021,"1,208.59",+94.59,+8.49%,"1,145.00","1,118.66","1,209.75","56,048,716","65,335,003,621.00","1,655,408,274,157.88"
29-Oct-2021,"1,114.00",+36.96,+3.43%,"1,081.86","1,073.21","1,115.21","29,918,417","32,784,759,804.20","1,590,073,270,536.88"
28-Oct-2021,"1,077.04",+39.18,+3.78%,"1,068.31","1,054.20","1,081.00","27,213,173","29,121,995,524.52","1,557,288,510,732.68"
27-Oct-2021,"1,037.86",+19.43,+1.91%,"1,039.66","1,030.78","1,070.88","38,526,459","40,404,643,175.00","1,528,166,515,208.16"
26-Oct-2021,"1,018.43",-6.43,-0.63%,"1,024.69","1,001.44","1,094.94","62,414,968","65,150,690,967.44","1,487,761,872,033.16"
25-Oct-2021,"1,024.86",+115.18,+12.66%,950.53,944.20,"1,045.02","62,852,099","62,240,424,231.88","1,552,912,563,000.60"
22-Oct-2021,909.68,+15.68,+1.75%,895.50,890.96,910.00,"22,880,835","20,691,255,412.32","1,490,672,138,768.72"
21-Oct-2021,894.00,+28.20,+3.26%,856.00,855.50,900.00,"31,481,454","27,988,525,519.77","1,469,980,883,356.41"
20-Oct-2021,865.80,+1.53,+0.18%,865.35,857.38,869.49,"14,032,052","12,127,897,041.42","1,441,992,357,836.64"
19-Oct-2021,864.27,-5.84,-0.67%,877.53,862.51,877.95,"17,381,128","15,116,178,128.35","1,429,864,460,795.22"
18-Oct-2021,870.11,+27.08,+3.21%,851.79,851.47,875.26,"24,207,244","20,941,199,052.84","1,444,980,638,923.56"
15-Oct-2021,843.03,+24.71,+3.02%,823.74,822.35,843.21,"18,924,567","15,768,743,436.49","1,424,039,439,870.72"
14-Oct-2021,818.32,+7.24,+0.89%,815.49,813.35,820.25,"12,247,170","10,010,795,473.84","1,408,270,696,434.24"
13-Oct-2021,811.08,+5.36,+0.67%,810.47,805.78,815.41,"14,120,075","11,432,901,939.86","1,398,259,900,960.40"
12-Oct-2021,805.72,+13.78,+1.74%,800.93,796.57,812.32,"22,020,040","17,765,164,929.10","1,386,826,999,020.54"
11-Oct-2021,791.94,+6.45,+0.82%,787.65,785.50,801.24,"14,200,322","11,287,526,466.88","1,369,061,834,091.44"
08-Oct-2021,785.49,-8.12,-1.02%,796.21,780.91,796.38,"16,738,604","13,175,374,018.00","1,357,774,307,624.56"
07-Oct-2021,793.61,+10.86,+1.39%,785.46,783.38,805.00,"19,195,782","15,205,725,841.12","1,370,949,681,642.56"
06-Oct-2021,782.75,+2.16,+0.28%,776.20,773.22,786.66,"14,632,768","11,425,224,537.37","1,355,743,955,801.43"
05-Oct-2021,780.59,-0.94,-0.12%,784.80,774.20,797.31,"18,432,625","14,474,135,741.60","1,344,318,731,264.06"
04-Oct-2021,781.53,+6.31,+0.81%,796.50,776.12,806.97,"30,483,341","24,098,238,551.37","1,358,792,867,005.66"
01-Oct-2021,775.22,-0.26,-0.03%,778.40,763.59,780.78,"17,031,414","13,150,709,803.41","1,334,694,628,454.29"
30-Sep-2021,775.48,-5.83,-0.75%,781.00,775.00,789.13,"17,955,961","14,043,628,475.39","1,347,845,338,257.70"
29-Sep-2021,781.31,+3.75,+0.48%,779.80,770.68,793.50,"20,942,877","16,385,477,802.49","1,361,888,966,733.09"
28-Sep-2021,777.56,-13.80,-1.74%,787.20,766.18,795.64,"25,381,422","19,815,276,332.93","1,345,503,488,930.60"
27-Sep-2021,791.36,+16.97,+2.19%,773.12,769.31,799.00,"28,070,657","22,089,829,084.43","1,365,318,765,263.53"
24-Sep-2021,774.39,+20.75,+2.75%,745.89,744.56,774.80,"21,373,022","16,313,027,052.76","1,343,228,936,179.10"
23-Sep-2021,753.64,+1.70,+0.23%,755.00,747.92,758.20,"11,947,527","9,001,179,149.14","1,326,915,909,126.33"
22-Sep-2021,751.94,+12.56,+1.70%,743.53,739.12,753.67,"15,126,272","11,313,197,666.11","1,317,914,729,977.19"
21-Sep-2021,739.38,+9.21,+1.26%,734.79,730.44,744.74,"16,330,723","12,075,243,126.94","1,306,601,532,311.08"
20-Sep-2021,730.17,-29.32,-3.86%,734.56,718.62,742.00,"24,757,652","18,068,351,585.31","1,294,526,289,184.15"
17-Sep-2021,759.49,+2.50,+0.33%,757.15,750.00,761.04,"28,204,176","21,363,640,429.09","1,312,594,640,769.45"
16-Sep-2021,756.99,+1.16,+0.15%,752.83,747.61,758.91,"13,923,393","10,487,750,870.89","1,291,231,000,340.36"
15-Sep-2021,755.83,+11.34,+1.52%,745.00,738.36,756.86,"15,357,685","11,501,129,596.57","1,280,743,249,469.47"
